Drug ID,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP
0.0,1.9587997475286798,1034.5038471188752,24.405048436076797,19.58403943085974,19.58403943085974,16.480625467936605,11.034276745118245,11.034276745118245,8.107361083968591,8.107361083968591,6.405981732522891,6.405981732522891,4.852436752150321,4.852436752150321,30.4645664907454,15.007591973753234,0.0,12.700122035451333,51.982670047423085,0.0,21.3293926238326,24.26546827384644,6.923737199690624,10.85158279422077,23.684314769000245,474.2002159199998,1.0294117647058822,1.6470588235294117,2.176470588235294,0.4583333333333333,-3.2100000000000004,34.0,444.27000000000027,57047213.15763913,23.931741976297904,9.960234890133659,3.974950199999316,197.24371653068312,13.392217261904761,0.49270426123581385,13.392217261904761,0.2381288721989896,0.06640215305844821,0.2381288721989896,-1.0924389014865208,-0.49270426123581385,1.4853999999999994,121.35100000000007,474.5100000000003,4.0,10.0,1.0,1.0,2.0,2.0,0.0,2.0,9.0,4.0,10.0,0.0,8.0,0.0,0.0,0.0,184.0,33.89736955868165,0.0,22.99804733313562,18.449633868735237,0.0,0.0,10.220328581182207,5.425791397110385,0.0,0.0,6.923737199690624,40.95582274893743,24.98745046274828,33.351265057742296,4.0,38.691906742753474,5.907179729351506,0.0,10.85158279422077,11.835812092322787,18.94560963360032,41.273973300357916,40.95582274893743,0.0,28.747559166419524,34.53589756322101,0.0,28.747559166419524,0.0,57.39420781939083,4.794537184071822,11.835812092322787,35.635964108691304,24.26546827384644,0.0,0.0,0.0,127.74000000000002,27.65332669376545,0.0,13.392217261904761,21.50715676550949,7.467280537023504,-0.23026223722832673,7.05987677941547,-1.0924389014865208,2.0259866105915894,4.550189823837911,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4208159249839539,474.5100000000003,1.4853999999999994
1.0,2.1528779275525407,1043.7253334869956,24.81119030894213,17.57297968702239,18.4674068780223,15.307569213703694,9.745547734947273,11.357909702117341,7.392697226271535,9.042423982319049,4.743483333245265,5.733354006185808,3.044727570915873,3.5301481324306567,48.628052237471806,27.729489932496435,0.0,12.841643245852019,5.563451491696996,29.828919765543436,6.923737199690624,30.33183534230805,0.0,10.633577208012662,15.520490682667134,483.1370785579999,0.9393939393939394,1.4545454545454546,1.9393939393939394,0.2857142857142857,-3.1399999999999992,33.0,459.2160000000001,8696493.153445618,26.115035073622895,10.651001605409359,7.177540393331778,188.0796364460829,13.800610455937802,0.39885224693003396,13.800610455937802,0.39885224693003396,0.1566376695048024,0.3678778833111666,-5.718588559138788,-0.3678778833111666,1.1735999999999995,114.95990000000003,483.40800000000013,6.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,12.0,0.0,10.0,0.0,0.0,0.0,178.0,26.154067890679798,12.083681658295921,0.0,17.721539188054518,0.0,13.259379899424374,18.948659837146796,0.0,8.78083009534964,0.0,54.59730361615449,11.126902983393991,25.328831937239638,0.0,2.0,37.51631313800139,25.317301514842402,0.0,10.633577208012662,5.733667477162185,37.51267967647505,0.0,71.28765809124549,0.0,0.0,16.367244685174846,8.78083009534964,0.0,7.595762326787885,39.59204405185539,37.4539206556353,0.0,23.61409167478161,54.59730361615449,0.0,0.0,0.0,158.82000000000002,38.60497341003126,0.0,53.86158756903164,4.973093299568323,1.1903565007649117,-2.0138471536393343,10.59184993995206,-0.009072758184792251,1.24186997383693,-5.718588559138788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31924900480485446,483.40800000000013,1.1735999999999995
2.0,1.767645687616025,370.9132530163524,13.664925939000154,11.150297222636127,11.150297222636127,9.202708600407234,6.936957374736163,6.936957374736163,5.349321485598093,5.349321485598093,3.8323012540750447,3.8323012540750447,2.7006583266977193,2.7006583266977193,12.207932775496605,15.319582184522117,0.0,12.52478801067431,13.08951281182515,19.386399651764595,5.563451491696996,0.0,18.19910120538483,17.032643867773697,0.0,265.167793596,1.105263157894737,1.8421052631578947,2.526315789473684,0.6,-0.9400000000000002,19.0,242.16899999999995,23477.38253983265,14.468716495872645,7.0066104971372765,4.010754392242503,113.85258592232866,9.763220203217498,0.3959326679848387,9.763220203217498,0.09292257712721379,0.07598022523211911,0.09292257712721379,-0.795950611470994,-0.3959326679848387,0.26509999999999995,73.79240000000003,265.353,3.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,5.0,0.0,1.0,1.0,106.0,20.219491915372593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,24.94985114346159,25.614300822499462,12.207932775496605,2.0,15.319582184522117,0.0,0.0,4.899909730850478,5.917906046161393,25.049576021348624,26.241151182250643,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,58.668575873119835,6.4208216229260096,5.917906046161393,11.984273114623004,30.33183534230805,0.0,0.0,0.0,63.93000000000001,0.0,0.0,2.1262037037037036,28.687857073448704,1.3183340944402455,-0.23567103384563737,10.324061296848091,0.48897784447928716,1.9569036875922703,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7146933718034305,265.353,0.26509999999999995
3.0,2.023736127462716,571.6385353073613,12.698306133819765,9.469845040974462,9.469845040974462,8.702708600407234,5.578006155610488,5.578006155610488,4.2172410767937905,4.2172410767937905,3.0302873539193684,3.0302873539193684,2.1539736506940446,2.1539736506940446,12.331867558483172,5.106527394840706,0.0,18.528711130096248,17.58469956131,0.0,12.654640149529083,4.567099647791355,0.0,14.951935562841626,15.57705782580294,251.101839276,1.4444444444444444,2.2777777777777777,3.0,0.5,-1.7700000000000002,18.0,238.142,23329.739666283993,11.327784781464612,4.159244211083102,1.6184078347599917,102.05192635104677,9.931665249433108,0.3936746121379948,9.931665249433108,0.1671367389576425,0.12766597379692612,0.1671367389576425,-0.712277966742253,-0.3936746121379948,-0.9508000000000003,61.35500000000002,251.24599999999998,4.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,8.0,3.0,8.0,0.0,2.0,0.0,1.0,1.0,96.0,20.683585220643643,17.947987180129104,17.692941169337626,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,0.0,0.0,6.4208216229260096,19.038168427025763,3.0,14.94991774348146,16.98174071621902,0.0,19.51903521063298,0.0,24.856655569157482,12.340549441675103,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,0.0,48.54690474032391,4.736862953800049,0.0,12.64872279366088,12.654640149529083,0.0,11.16387793838399,0.0,119.31,7.141805555555555,0.0,12.039999291383218,18.981535231376505,6.663754645376669,0.2823564132443104,0.0,1.5182148368606687,-0.12766597379692612,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628993302830891,251.24599999999998,-0.9508000000000003
4.0,2.120857520477778,818.6910210632811,15.742276208189782,11.81436398252283,12.630860563450556,10.50916848020289,6.578633673923683,8.018697002724323,4.789572483527775,6.384602383998239,3.3748308115238412,4.7665275118378165,2.3563384158491854,3.5076318939916105,16.11650889974917,13.212334168400758,0.0,6.544756405912575,11.436898107967467,15.432118974690226,7.109797541277533,12.13273413692322,41.12029727522175,0.0,4.736862953800049,318.067427928,1.0909090909090908,1.8181818181818181,2.409090909090909,0.13333333333333333,-2.5400000000000005,22.0,304.242,120542.98391753841,14.399479505858015,5.341006966629197,2.5045197291191803,128.05840910162723,12.027030108339632,0.4945485089811579,12.027030108339632,0.3263055191595081,0.25303933610481244,0.3263055191595081,-3.8670713393382043,-0.4945485089811579,1.5431999999999995,82.83850000000004,318.35400000000004,1.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,0.0,3.0,0.0,1.0,1.0,114.0,4.736862953800049,12.29426823919648,0.0,0.0,5.907179729351506,10.209329170397666,4.794537184071822,9.027310855748322,8.417796984328938,0.0,36.39820241076966,23.259637120317212,0.0,12.797183815961095,3.0,17.949197122200808,21.803895174432732,0.0,4.722094864452088,0.0,0.0,17.959769938486343,48.53093654769288,0.0,16.876414816677897,13.764173809548371,5.687386274683562,5.749511833283905,0.0,27.97953066087055,15.003866354469487,0.0,0.0,48.53093654769288,0.0,11.126902983393991,0.0,75.71000000000001,32.256440854119425,0.0,11.424198510824592,0.0,2.1207738095238104,-0.17414504073234194,14.785536702705262,0.0,-0.25303933610481244,-2.409765500335937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9313041103492367,318.35400000000004,1.5431999999999995
5.0,1.9500928807175926,649.3397259653516,14.656489770562878,12.081763283576526,12.081763283576526,10.220346690612276,7.126723914311977,7.126723914311977,5.196737663260386,5.196737663260386,3.5384617111416636,3.5384617111416636,2.4198982561864653,2.4198982561864653,0.0,5.106527394840706,0.0,5.749511833283905,6.544756405912575,30.299905146949545,5.563451491696996,12.13273413692322,12.13273413692322,46.39830854102954,0.0,281.152812228,1.1428571428571428,1.9523809523809523,2.619047619047619,0.23529411764705882,-2.4899999999999993,21.0,262.20699999999994,107291.65139844062,13.491100893571794,5.871997445683246,3.1599926743092435,124.30662883588236,9.741298159695976,0.5078860212629387,9.741298159695976,0.11715623962594243,0.26938108885529544,0.11715623962594243,0.26938108885529544,-0.5078860212629387,2.8404200000000013,86.59650000000005,281.359,2.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,108.0,15.323225729697514,11.585131619041174,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,23.762552697081826,31.18920547353706,23.985896023741308,13.08951281182515,3.0,5.106527394840706,17.210392335124393,0.0,5.316788604006331,4.992404732635669,6.923737199690624,24.534178948588206,54.09438803938988,0.0,5.749511833283905,10.216698334856808,11.374772549367124,5.749511833283905,0.0,30.576416398335702,0.0,6.923737199690624,5.563451491696996,53.52334128032855,0.0,0.0,0.0,47.86,0.0,0.0,6.616984756865708,13.039708102376752,3.2674017647182336,1.2544902158394224,15.676762067481311,0.0,4.477986426051902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056709671480018,281.359,2.8404200000000013
6.0,3.1529414466808685,257.53794892648057,7.5604779323150675,5.2422132319119505,5.2422132319119505,4.71521405516327,2.79375634676635,2.79375634676635,1.89240301305786,1.89240301305786,1.1911985029511445,1.1911985029511445,0.6917722459608008,0.6917722459608008,5.969305287951849,4.794537184071822,0.0,5.563451491696996,5.687386274683562,0.0,6.06636706846161,18.19910120538483,0.0,0.0,10.84019487200289,137.047678464,1.4,2.0,2.4,0.0,-1.51,10.0,130.08199999999997,182.2382192735223,6.607785630153122,2.389632707443791,1.0748936229840518,58.091991783146064,10.341759259259259,0.47758357149944064,10.341759259259259,0.3372896338780637,0.15509259259259278,0.3372896338780637,-0.9878703703703702,-0.47758357149944064,0.9669999999999999,37.8137,137.13799999999995,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,10.84019487200289,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,5.687386274683562,5.563451491696996,1.0,9.901064578912528,11.656691562635412,0.0,0.0,0.0,0.0,5.733667477162185,29.828919765543436,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,11.075832682792555,0.0,0.0,10.357988675768818,24.26546827384644,0.0,0.0,0.0,63.31999999999999,0.0,0.0,10.341759259259259,8.485648148148147,5.796666666666667,-0.9878703703703702,6.363796296296297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566589187245288,137.13799999999995,0.9669999999999999
7.0,1.800242559477404,815.3983349785656,16.844570503761737,14.672554490537353,14.672554490537353,11.634560252985374,8.93681620233733,8.93681620233733,6.940573487291851,6.940573487291851,5.660534903089111,5.660534903089111,4.375139038358379,4.375139038358379,0.0,4.794537184071822,0.0,11.8250857755129,6.041840829147961,26.055090840663734,27.60293244554432,0.0,4.899909730850478,61.25099951768791,0.0,323.19976242,1.3333333333333333,2.125,2.875,0.45,-2.0699999999999994,24.0,298.24,506980.83669411874,15.457260686118481,5.778540218917986,2.203566488180946,142.68145754621355,12.866979560342656,0.36087066449583927,12.866979560342656,0.23029503717110197,0.04453892668178416,0.23029503717110197,-0.04453892668178416,-0.36087066449583927,2.9060000000000006,97.81570000000005,323.4400000000001,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,126.0,9.883888251797686,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,18.208754243757102,50.08234258690931,42.77587855057982,5.917906046161393,4.0,4.794537184071822,22.383209191501834,0.0,14.783797982648164,5.917906046161393,26.31013685145522,26.681941200414915,41.59886786722578,0.0,0.0,0.0,0.0,0.0,0.0,53.41475974156254,11.21535880699783,5.917906046161393,24.974377382775238,30.471964883831784,0.0,16.476029462150322,0.0,39.34,0.0,0.0,20.563767501988554,1.3373501406735535,5.208952296968171,0.20994307445200322,6.820175343285461,5.41020738851096,6.465514118066877,2.1507568027210886,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432093554831017,323.4400000000001,2.9060000000000006
8.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569334663487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.987721064,1.0,1.0,1.0,0.0,0.35,1.0,32.067,0.0,1.350000000000001,1.2071428571428573,7.778571428571431,14.56133221487115,0.0,0.1969353581032263,0.0,-0.1969353581032263,0.0,0.1969353581032263,0.0,-0.1969353581032263,0.11280000000000001,10.381,34.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569334663487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569334663487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569334663487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35641978822956905,34.083,0.11280000000000001
9.0,3.259186460975346,177.6986276161844,10.267584713501616,7.953944620739675,7.953944620739675,6.036581260209189,4.538320606518162,4.538320606518162,3.2093866923250833,3.2093866923250833,1.8216862893690255,1.8216862893690255,0.9799041773449582,0.9799041773449582,5.969305287951849,9.589074368143644,0.0,18.24590739843891,12.841643245852019,12.841643245852019,0.0,6.923737199690624,0.0,0.0,10.84019487200289,187.120843404,1.2307692307692308,1.7692307692307692,2.230769230769231,0.7777777777777778,-0.9000000000000001,13.0,170.10299999999998,519.8603880198714,12.1,6.598164442631548,7.46036036036036,78.11595659229869,10.998525762156714,0.4812303897810656,10.998525762156714,0.302839558140104,0.05122685185185216,0.302839558140104,-0.7791486625514403,-0.4812303897810656,0.9378,49.377200000000016,187.239,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,76.0,10.84019487200289,5.783244946364939,0.0,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,6.4208216229260096,19.765380445542643,12.841643245852019,6.041840829147961,0.0,14.69560176298435,11.75255023431679,0.0,0.0,5.733667477162185,45.069686143468644,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,22.900918458305455,9.589074368143644,0.0,39.02784531432067,0.0,0.0,0.0,0.0,80.39,0.0,0.0,21.116146174519187,8.323284779961368,5.355232085117998,-0.7279218106995882,-0.3893761547829011,2.823049414210128,1.666252178340472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5810451920795554,187.239,0.9378
